timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-03-03 16:26:29.119,-0.967529,-0.092285,-0.236572,-0.945557,-0.26001,0.043945,101
2021-03-03 16:26:29.139,-0.969971,-0.078125,-0.249756,-0.944092,-0.303223,0.039062,101
2021-03-03 16:26:29.159,-0.985352,-0.094727,-0.233154,-0.911865,-0.303955,0.006592,101
2021-03-03 16:26:29.180,-0.985596,-0.09375,-0.234131,-0.94165,-0.246826,-0.007812,101
2021-03-03 16:26:29.200,-1.002686,-0.092041,-0.236084,-1.007324,-0.189453,-0.019043,101
2021-03-03 16:26:29.219,-1.018555,-0.076904,-0.249756,-1.01416,-0.145508,-0.012451,101
2021-03-03 16:26:29.239,-1.032715,-0.074707,-0.229492,-0.956055,-0.1604,0.013428,101
2021-03-03 16:26:29.260,-1.029785,-0.042236,-0.200439,-0.917969,-0.180908,0.033203,101
2021-03-03 16:26:29.280,-1.010254,-0.027832,-0.201416,-0.943604,-0.184082,0.037109,101
2021-03-03 16:26:29.299,-0.980713,-0.01416,-0.184082,-0.922119,-0.159424,0.087891,101
2021-03-03 16:26:29.319,-0.988037,-0.013184,-0.167969,-0.876709,-0.203369,0.143311,101
2021-03-03 16:26:29.340,-1.020752,-0.000488,-0.156982,-0.874268,-0.370361,0.133789,101
2021-03-03 16:26:29.360,-1.032471,-0.017334,-0.171875,-0.905518,-0.488525,0.060059,101
2021-03-03 16:26:29.380,-1.032959,-0.013184,-0.147461,-0.957031,-0.410645,-0.039795,101
2021-03-03 16:26:29.399,-1.053223,0.002197,-0.10376,-1.007568,-0.226318,-0.101318,101
2021-03-03 16:26:29.420,-1.081787,-0.004883,-0.111328,-1.04541,-0.082275,-0.076172,101
2021-03-03 16:26:29.440,-1.076172,-0.035156,-0.128418,-1.004639,-0.033936,0.026123,101
2021-03-03 16:26:29.459,-1.055664,-0.028809,-0.147461,-0.89502,-0.118652,0.104004,101
2021-03-03 16:26:29.479,-1.025391,-0.01123,-0.175537,-0.845703,-0.251465,0.11084,101
2021-03-03 16:26:29.500,-1.008057,0.004639,-0.172607,-0.907227,-0.325195,0.084229,101
2021-03-03 16:26:29.520,-0.980469,0.017334,-0.166504,-0.998291,-0.321289,0.042725,101
2021-03-03 16:26:29.540,-0.983887,0.015869,-0.133789,-0.986572,-0.253906,0.005615,101
2021-03-03 16:26:29.559,-0.987793,0.012451,-0.122559,-0.909668,-0.20166,-0.01416,101
2021-03-03 16:26:29.579,-0.998779,-0.002441,-0.12793,-0.889404,-0.208984,-0.031494,101
2021-03-03 16:26:29.600,-0.982178,0.001953,-0.144531,-0.947754,-0.24707,-0.007812,101
2021-03-03 16:26:29.619,-0.984863,0.024658,-0.127441,-0.998291,-0.280762,0.003418,101
2021-03-03 16:26:29.639,-0.980469,0.046875,-0.069092,-0.964111,-0.304932,-0.001709,101
2021-03-03 16:26:29.659,-0.969482,0.033691,-0.07959,-0.908447,-0.284424,-0.036133,101
2021-03-03 16:26:29.680,-0.989746,0.04248,-0.107422,-0.891357,-0.229492,-0.063477,101
2021-03-03 16:26:29.700,-1.002686,0.008301,-0.141602,-0.918701,-0.184326,-0.01123,101
2021-03-03 16:26:29.719,-0.996094,-0.005615,-0.093994,-1.012939,-0.167725,0.062012,101
2021-03-03 16:26:29.739,-0.980713,-0.018311,-0.055908,-0.968262,-0.204834,0.141846,101
2021-03-03 16:26:29.760,-0.989746,-0.012451,-0.058838,-0.816162,-0.27832,0.185791,101
2021-03-03 16:26:29.780,-1.030273,0.005371,-0.082031,-0.756836,-0.376953,0.155518,101
2021-03-03 16:26:29.799,-1.076904,0.023193,-0.150879,-0.848877,-0.419922,0.079102,101
2021-03-03 16:26:29.819,-1.098145,0.027588,-0.144531,-0.968018,-0.288574,0.037598,101
2021-03-03 16:26:29.840,-1.094482,-0.016846,-0.156738,-1.039307,-0.163086,0.047852,101
2021-03-03 16:26:29.860,-1.090332,-0.055176,-0.162109,-1.016113,-0.161377,0.042725,101
2021-03-03 16:26:29.880,-1.071533,-0.041504,-0.203857,-0.939209,-0.223145,0.022461,101
2021-03-03 16:26:29.899,-1.05835,0.003662,-0.246338,-0.92627,-0.268311,0.019531,101
2021-03-03 16:26:29.920,-1.071289,0.068359,-0.251221,-1.025635,-0.286377,0.030518,101
2021-03-03 16:26:29.940,-1.099121,0.105957,-0.2146,-1.171143,-0.241943,0.003906,101
2021-03-03 16:26:29.959,-1.088135,0.10791,-0.156006,-1.250488,-0.151855,-0.027588,101
2021-03-03 16:26:29.979,-1.079346,0.0896,-0.158203,-1.166992,-0.126465,-0.021973,101
2021-03-03 16:26:30.000,-1.102783,0.067383,-0.211914,-1.054688,-0.197021,0.006104,101
2021-03-03 16:26:30.020,-1.104004,-0.000488,-0.293457,-1.023193,-0.249268,-0.037109,101
2021-03-03 16:26:30.040,-1.068848,-0.093994,-0.352051,-1.105469,-0.292725,-0.164062,101
2021-03-03 16:26:30.059,-1.02124,-0.14209,-0.384033,-1.220459,-0.331543,-0.327637,101
2021-03-03 16:26:30.079,-0.941162,-0.170898,-0.36792,-1.208496,-0.276367,-0.464111,101
2021-03-03 16:26:30.100,-0.877197,-0.193115,-0.325684,-1.127197,-0.199219,-0.495605,101
2021-03-03 16:26:30.119,-0.82666,-0.185547,-0.280518,-1.043457,-0.177734,-0.355469,101
2021-03-03 16:26:30.139,-0.833984,-0.156982,-0.255615,-0.977051,-0.295654,-0.136475,101
2021-03-03 16:26:30.159,-0.868652,-0.104004,-0.247559,-0.96582,-0.472412,0.137207,101
2021-03-03 16:26:30.180,-0.915039,-0.061279,-0.247314,-0.99292,-0.540527,0.216309,101
2021-03-03 16:26:30.200,-1.009766,-0.036621,-0.260986,-1.066162,-0.286621,0.107666,101
2021-03-03 16:26:30.219,-1.095947,-0.026123,-0.28833,-1.231689,0.007324,0.14624,101
2021-03-03 16:26:30.239,-1.105957,-0.040039,-0.270996,-1.355469,0.189209,0.153076,101
2021-03-03 16:26:30.260,-1.071777,-0.077393,-0.242188,-1.243896,0.178223,0.044189,101
2021-03-03 16:26:30.280,-1.049316,-0.102783,-0.220215,-1.073975,-0.090576,0.007324,101
2021-03-03 16:26:30.299,-0.981445,-0.118896,-0.199951,-1.001709,-0.223145,0.012695,101
2021-03-03 16:26:30.319,-0.913818,-0.118164,-0.197021,-0.943848,-0.192627,-0.006836,101
2021-03-03 16:26:30.340,-0.897217,-0.116455,-0.187988,-0.880371,-0.143555,-0.058105,101
2021-03-03 16:26:30.360,-0.924805,-0.157471,-0.17334,-0.820801,-0.106934,-0.127441,101
2021-03-03 16:26:30.380,-0.961182,-0.177734,-0.159424,-0.785889,-0.03125,-0.155518,101
2021-03-03 16:26:30.399,-0.946533,-0.169922,-0.169189,-0.774902,0.076904,-0.213867,101
2021-03-03 16:26:30.420,-0.933594,-0.135986,-0.147461,-0.762451,0.172607,-0.263184,101
2021-03-03 16:26:30.440,-0.945557,-0.095947,-0.141602,-0.729248,0.162842,-0.227295,101
2021-03-03 16:26:30.459,-0.947021,-0.089844,-0.127197,-0.672363,0.008057,-0.1875,101
2021-03-03 16:26:30.479,-0.938721,-0.098633,-0.103271,-0.667969,-0.256592,-0.262207,101
2021-03-03 16:26:30.500,-0.967041,-0.116455,-0.112793,-0.708252,-0.489746,-0.335205,101
2021-03-03 16:26:30.520,-0.993652,-0.137207,-0.144287,-0.837891,-0.634277,-0.374512,101
2021-03-03 16:26:30.540,-1.009033,-0.13208,-0.146484,-0.982422,-0.681152,-0.441895,101
2021-03-03 16:26:30.559,-1.017578,-0.087402,-0.122314,-1.038574,-0.615967,-0.509521,101
2021-03-03 16:26:30.579,-1.013672,-0.084473,-0.112549,-1.046875,-0.532715,-0.52002,101
2021-03-03 16:26:30.600,-1.020996,-0.129639,-0.130615,-0.990234,-0.480957,-0.569824,101
2021-03-03 16:26:30.619,-1.036865,-0.137451,-0.149658,-0.916748,-0.507812,-0.537354,101
2021-03-03 16:26:30.639,-1.058105,-0.130127,-0.158691,-0.859863,-0.567383,-0.464844,101
2021-03-03 16:26:30.659,-1.096924,-0.098877,-0.195312,-0.791992,-0.529297,-0.354736,101
2021-03-03 16:26:30.680,-1.155518,-0.031738,-0.237061,-0.844971,-0.418213,-0.283936,101
2021-03-03 16:26:30.700,-1.214355,-0.044189,-0.22168,-1.012695,-0.073975,-0.220459,101
2021-03-03 16:26:30.719,-1.255615,-0.151611,-0.142578,-1.163818,0.157227,-0.257812,101
2021-03-03 16:26:30.739,-1.273193,-0.234131,-0.14624,-1.287598,-0.17334,-0.467773,101
2021-03-03 16:26:30.760,-1.259521,-0.238037,-0.193359,-1.32959,-0.608398,-0.480469,101
2021-03-03 16:26:30.780,-1.206543,-0.192871,-0.246094,-1.121338,-0.344971,-0.180176,101
2021-03-03 16:26:30.799,-1.098633,-0.120361,-0.275146,-0.764404,0.263428,0.098145,101
2021-03-03 16:26:30.819,-0.963379,-0.073975,-0.295166,-0.562988,0.632324,0.150635,101
2021-03-03 16:26:30.840,-0.848389,-0.04834,-0.334473,-0.668701,0.291748,-0.104492,101
2021-03-03 16:26:30.860,-0.776611,-0.010986,-0.339111,-1.086426,-0.389648,-0.048584,101
2021-03-03 16:26:30.880,-0.749756,0.054199,-0.326172,-1.345459,-0.838379,0.0625,101
2021-03-03 16:26:30.899,-0.792969,0.093506,-0.330078,-1.028564,-0.873291,-0.071533,101
2021-03-03 16:26:30.920,-0.903564,0.04834,-0.321533,-0.804443,-0.566895,-0.103271,101
2021-03-03 16:26:30.940,-0.995361,-0.00415,-0.304199,-0.750977,-0.307617,-0.034912,101
2021-03-03 16:26:30.959,-1.046143,-0.031982,-0.288574,-0.831055,-0.193115,-0.021729,101
2021-03-03 16:26:30.979,-1.026123,-0.069824,-0.270752,-0.975586,-0.156982,0.014404,101
2021-03-03 16:26:31.000,-0.988281,-0.079102,-0.261719,-1.034668,-0.19043,0.035889,101
2021-03-03 16:26:31.020,-0.980225,-0.040527,-0.276611,-0.927734,-0.317871,-0.004395,101
2021-03-03 16:26:31.040,-0.942139,0.016113,-0.275879,-0.876221,-0.443848,-0.089844,101
2021-03-03 16:26:31.059,-0.905762,0.035889,-0.259277,-0.999268,-0.409912,-0.187012,101
2021-03-03 16:26:31.079,-0.90918,0.033447,-0.234375,-1.108887,-0.236816,-0.25708,101
2021-03-03 16:26:31.100,-0.939453,0.021973,-0.199219,-1.062988,-0.127441,-0.140869,101
2021-03-03 16:26:31.119,-0.963135,0.013916,-0.177246,-0.897705,-0.152344,0.025146,101
2021-03-03 16:26:31.139,-0.977295,0.010986,-0.158691,-0.800049,-0.22998,0.121582,101
2021-03-03 16:26:31.159,-0.99292,0.027588,-0.16626,-0.831299,-0.275391,0.127686,101
2021-03-03 16:26:31.180,-1.010986,0.078369,-0.168213,-0.941895,-0.264648,0.097412,101
2021-03-03 16:26:31.200,-1.016846,0.104736,-0.135498,-1.040039,-0.235352,0.040527,101
