timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2020-11-16 15:00:59.786,-0.982178,-0.207275,0.080566,-0.917969,-0.143555,-0.060059,101
2020-11-16 15:00:59.806,-0.986572,-0.220215,0.095459,-0.920654,-0.180176,-0.095947,101
2020-11-16 15:00:59.826,-1.004883,-0.221191,0.093018,-0.927979,-0.217285,-0.083252,101
2020-11-16 15:00:59.847,-1.017578,-0.240234,0.097656,-0.962158,-0.296631,-0.068848,101
2020-11-16 15:00:59.867,-1.015625,-0.248291,0.108398,-0.962646,-0.369629,0.018555,101
2020-11-16 15:00:59.887,-1.016357,-0.23291,0.088135,-0.937012,-0.301758,-0.032959,101
2020-11-16 15:00:59.907,-1.010498,-0.22998,0.071533,-0.954346,-0.170166,-0.014893,101
2020-11-16 15:00:59.927,-1.002197,-0.218262,0.059082,-0.956543,-0.071045,-0.047607,101
2020-11-16 15:00:59.946,-1.018799,-0.208008,0.067139,-0.975586,-0.07373,-0.083252,101
2020-11-16 15:00:59.966,-1.009277,-0.188965,0.081299,-0.988525,-0.088623,-0.046631,101
2020-11-16 15:00:59.986,-1.00293,-0.199951,0.072754,-0.973145,-0.111084,-0.005615,101
2020-11-16 15:01:00.007,-1.016602,-0.185059,0.060059,-0.954834,-0.077393,0.005615,101
2020-11-16 15:01:00.027,-1.021484,-0.188721,0.063721,-0.969238,-0.070312,0.063477,101
2020-11-16 15:01:00.047,-1.031982,-0.182617,0.056152,-0.935059,-0.131836,0.161377,101
2020-11-16 15:01:00.067,-1.034424,-0.164551,0.044434,-0.889404,-0.170166,0.193848,101
2020-11-16 15:01:00.087,-1.062256,-0.150635,0.046875,-0.905029,-0.173828,0.200928,101
2020-11-16 15:01:00.107,-1.083984,-0.129639,0.048584,-0.950439,-0.134766,0.218262,101
2020-11-16 15:01:00.127,-1.074463,-0.086914,0.04126,-0.956787,-0.063477,0.19751,101
2020-11-16 15:01:00.147,-1.049072,-0.046875,0.021484,-0.947998,0.000732,0.170166,101
2020-11-16 15:01:00.167,-1.013428,-0.007568,0.013672,-0.926758,0.02002,0.163818,101
2020-11-16 15:01:00.187,-0.983887,0.03125,0.013428,-0.923096,-0.060547,0.156006,101
2020-11-16 15:01:00.207,-1.001221,0.071289,0.019775,-0.950439,-0.17041,0.104004,101
2020-11-16 15:01:00.227,-1.010254,0.116211,0.048096,-0.989502,-0.243164,0.087646,101
2020-11-16 15:01:00.246,-0.993896,0.128174,0.07251,-0.998047,-0.234619,0.103271,101
2020-11-16 15:01:00.267,-1.018311,0.125,0.088867,-0.974365,-0.147949,0.103271,101
2020-11-16 15:01:00.287,-1.036377,0.125,0.095215,-0.96875,-0.06543,0.09375,101
2020-11-16 15:01:00.307,-1.023682,0.122559,0.09375,-0.966553,-0.043701,0.076904,101
2020-11-16 15:01:00.327,-1.008789,0.13501,0.095947,-0.925537,-0.087646,0.095703,101
2020-11-16 15:01:00.347,-0.97583,0.141602,0.085693,-0.898926,-0.075195,0.210693,101
2020-11-16 15:01:00.367,-0.977051,0.142822,0.061768,-0.917236,-0.019531,0.254639,101
2020-11-16 15:01:00.387,-0.985352,0.129639,0.083008,-0.916504,-0.028564,0.218994,101
2020-11-16 15:01:00.407,-0.981934,0.119385,0.095459,-0.893066,-0.065918,0.23584,101
2020-11-16 15:01:00.427,-0.995605,0.147705,0.09375,-0.898682,-0.039551,0.255127,101
2020-11-16 15:01:00.447,-0.998535,0.155518,0.09375,-0.905273,0.005615,0.251465,101
2020-11-16 15:01:00.467,-1.009766,0.163818,0.095703,-0.913818,0.032715,0.19458,101
2020-11-16 15:01:00.487,-1.02832,0.194824,0.083496,-0.930908,0.02124,0.09668,101
2020-11-16 15:01:00.507,-1.029541,0.216553,0.064941,-0.944336,-0.043701,0.071045,101
2020-11-16 15:01:00.527,-1.045898,0.218994,0.062012,-0.97998,-0.06665,0.140869,101
2020-11-16 15:01:00.547,-1.033936,0.21875,0.060547,-0.969238,-0.0625,0.209229,101
2020-11-16 15:01:00.567,-1.032471,0.21875,0.073975,-0.931396,-0.064697,0.223877,101
2020-11-16 15:01:00.587,-1.019043,0.21875,0.093262,-0.911133,-0.055664,0.202881,101
2020-11-16 15:01:00.607,-1.00415,0.217285,0.08252,-0.891602,-0.027588,0.2229,101
2020-11-16 15:01:00.627,-0.968994,0.23291,0.052979,-0.901367,0.01123,0.256348,101
2020-11-16 15:01:00.647,-0.993408,0.239258,0.001221,-0.898193,0.009277,0.20752,101
2020-11-16 15:01:00.667,-1.05127,0.164307,0.030029,-0.939453,-0.026855,0.162842,101
2020-11-16 15:01:00.687,-1.211182,0.081299,0.014404,-1.050537,-0.017822,0.146973,101
2020-11-16 15:01:00.707,-1.266113,0.062256,0.062012,-1.11499,-0.021484,0.119141,101
2020-11-16 15:01:00.727,-1.1875,0.077881,0.03125,-1.145752,-0.06958,0.083008,101
2020-11-16 15:01:00.747,-1.171387,0.093994,-0.000977,-1.19751,-0.075439,0.077148,101
2020-11-16 15:01:00.767,-1.153076,0.109863,-0.047607,-1.192627,-0.107666,0.081543,101
2020-11-16 15:01:00.787,-1.069824,0.10791,-0.032715,-1.182129,-0.090088,0.061523,101
2020-11-16 15:01:00.807,-0.974365,0.071289,-0.082764,-1.111816,-0.029785,-0.018555,101
2020-11-16 15:01:00.827,-0.915771,-0.013428,-0.114258,-1.030029,0.03833,-0.17627,101
2020-11-16 15:01:00.847,-0.906006,-0.103271,-0.143066,-0.96167,0.068115,-0.289551,101
2020-11-16 15:01:00.867,-0.928711,-0.108887,-0.140625,-0.924316,-0.00415,-0.299316,101
2020-11-16 15:01:00.887,-0.975342,-0.092041,-0.137939,-0.92041,-0.056885,-0.10791,101
2020-11-16 15:01:00.907,-0.988037,-0.093262,-0.125977,-0.935303,-0.091553,0.091553,101
2020-11-16 15:01:00.927,-1.003662,-0.096436,-0.139648,-0.948975,-0.096191,0.192871,101
2020-11-16 15:01:00.947,-1.022949,-0.111572,-0.123291,-1.012939,-0.053223,0.310791,101
2020-11-16 15:01:00.967,-1.054688,-0.106445,-0.122559,-1.01416,0.061279,0.239746,101
2020-11-16 15:01:00.987,-1.062256,-0.087891,-0.100586,-1.060791,-0.011963,0.127197,101
2020-11-16 15:01:01.007,-1.037598,-0.075195,-0.069824,-1.109131,-0.155518,0.09375,101
2020-11-16 15:01:01.027,-1.006836,-0.082031,-0.061768,-1.061523,-0.155762,0.078369,101
2020-11-16 15:01:01.047,-0.997559,-0.094971,-0.053467,-1.014404,-0.123535,0.126221,101
2020-11-16 15:01:01.067,-1.0,-0.099365,-0.027588,-1.016602,-0.092041,0.136475,101
2020-11-16 15:01:01.087,-1.0,-0.106689,-0.026123,-1.048096,-0.074951,0.007568,101
2020-11-16 15:01:01.107,-1.0,-0.091309,-0.011963,-1.045654,-0.026855,-0.032715,101
2020-11-16 15:01:01.127,-0.998535,-0.094971,-0.020996,-1.030029,0.005371,-0.015625,101
2020-11-16 15:01:01.147,-1.005615,-0.087891,-0.036133,-1.033691,0.050293,-0.034912,101
2020-11-16 15:01:01.167,-1.017822,-0.075684,-0.019043,-1.070312,0.047119,-0.067627,101
2020-11-16 15:01:01.187,-1.015625,-0.07959,0.00293,-1.107178,0.04126,-0.101562,101
2020-11-16 15:01:01.207,-1.013916,-0.069824,0.004883,-1.030762,-0.001953,-0.148438,101
2020-11-16 15:01:01.227,-1.022461,-0.067139,0.022949,-0.958252,0.012939,-0.181396,101
2020-11-16 15:01:01.246,-1.034912,-0.080078,0.040283,-0.951904,-0.020752,-0.226562,101
2020-11-16 15:01:01.267,-1.025635,-0.076172,0.048828,-0.949951,-0.037842,-0.234863,101
2020-11-16 15:01:01.287,-1.005859,-0.085693,0.044922,-0.903076,-0.068604,-0.206543,101
2020-11-16 15:01:01.307,-1.0,-0.095459,0.054688,-0.803223,-0.083496,-0.13916,101
2020-11-16 15:01:01.327,-0.991699,-0.091553,0.062256,-0.724609,-0.093018,-0.103027,101
2020-11-16 15:01:01.347,-0.984619,-0.100098,0.068848,-0.655029,-0.071777,-0.108643,101
2020-11-16 15:01:01.367,-0.975342,-0.119873,0.088623,-0.632568,-0.063232,-0.111572,101
2020-11-16 15:01:01.387,-0.964844,-0.128662,0.093018,-0.620605,-0.084717,-0.133301,101
2020-11-16 15:01:01.407,-0.978027,-0.117676,0.103027,-0.634033,-0.091064,-0.165527,101
2020-11-16 15:01:01.427,-0.981201,-0.098145,0.113037,-0.691406,-0.078369,-0.201416,101
2020-11-16 15:01:01.447,-1.001953,-0.099121,0.106201,-0.756592,-0.100342,-0.281006,101
2020-11-16 15:01:01.467,-1.023438,-0.069824,0.068604,-0.848145,-0.13916,-0.478516,101
2020-11-16 15:01:01.487,-1.053223,-0.011963,0.011963,-1.083496,-0.287354,-0.884766,101
2020-11-16 15:01:01.507,-1.071289,-0.006104,-0.012207,-1.527344,-0.455078,-1.203613,101
2020-11-16 15:01:01.527,-1.017822,0.048584,0.037354,-1.506836,-0.25,-0.948486,101
2020-11-16 15:01:01.547,-1.060547,0.061279,0.086182,-0.807617,-0.024414,-0.458008,101
2020-11-16 15:01:01.567,-1.132812,-0.058594,0.187988,-0.638184,-0.011475,-0.23291,101
2020-11-16 15:01:01.587,-1.185791,-0.131592,0.186523,-0.774902,0.219727,-0.222412,101
2020-11-16 15:01:01.607,-1.432373,-0.104736,0.088135,-0.943848,0.267578,-0.186523,101
2020-11-16 15:01:01.627,-1.427979,0.105225,-0.068604,-1.457764,-0.04248,-0.360107,101
2020-11-16 15:01:01.647,-1.201172,0.149658,-0.091797,-1.85498,-0.35791,-0.399902,101
2020-11-16 15:01:01.667,-1.226074,-0.066162,-0.138184,-1.520508,-0.310059,-0.120361,101
2020-11-16 15:01:01.687,-1.082031,-0.278809,-0.098145,-0.965332,0.107422,-0.137939,101
2020-11-16 15:01:01.707,-0.978027,-0.275391,-0.115234,-0.427734,-0.041748,-0.167236,101
2020-11-16 15:01:01.727,-0.952393,-0.244629,-0.162598,-0.403076,-0.354736,0.46582,101
2020-11-16 15:01:01.747,-0.968262,-0.170898,-0.213135,-0.749756,-0.105957,0.82959,101
2020-11-16 15:01:01.767,-0.955322,-0.074707,-0.233398,-0.917725,-0.056152,0.427734,101
2020-11-16 15:01:01.787,-0.939209,0.010986,-0.236084,-1.163818,-0.434814,-0.016357,101
2020-11-16 15:01:01.807,-0.923584,0.015625,-0.205566,-1.222168,-0.54126,-0.48877,101
2020-11-16 15:01:01.827,-0.890625,0.016357,-0.17334,-1.045166,-0.35791,-0.504395,101
2020-11-16 15:01:01.847,-0.920898,-0.015137,-0.140869,-0.923828,-0.109619,-0.234131,101
2020-11-16 15:01:01.867,-0.985107,-0.03125,-0.124756,-0.918945,-0.115723,0.095947,101
2020-11-16 15:01:01.887,-1.016357,-0.030273,-0.124512,-0.903809,-0.216064,0.27832,101
2020-11-16 15:01:01.907,-1.014893,0.001709,-0.108643,-0.950439,-0.260498,0.19165,101
2020-11-16 15:01:01.927,-0.998047,0.017334,-0.108398,-0.943359,-0.169434,0.063477,101
2020-11-16 15:01:01.947,-0.981934,0.033447,-0.091309,-0.869141,0.001221,0.040283,101
2020-11-16 15:01:01.967,-0.966064,0.049561,-0.07666,-0.86499,0.094727,0.089355,101
2020-11-16 15:01:01.987,-0.949707,0.063721,-0.078125,-0.873779,0.023926,0.19043,101
2020-11-16 15:01:02.007,-0.935791,0.064697,-0.078613,-0.887451,-0.09668,0.228271,101
2020-11-16 15:01:02.027,-0.9375,0.077637,-0.071289,-0.881104,-0.155029,0.210449,101
2020-11-16 15:01:02.047,-0.937012,0.057617,-0.023438,-0.871582,-0.163818,0.193604,101
2020-11-16 15:01:02.067,-0.939941,0.047363,-0.010986,-0.883545,-0.060791,0.182373,101
2020-11-16 15:01:02.087,-0.958252,0.067139,0.00415,-0.897949,-0.03125,0.144287,101
2020-11-16 15:01:02.107,-0.970215,0.081787,0.025146,-0.925049,-0.067871,0.088379,101
2020-11-16 15:01:02.127,-0.97168,0.106934,0.047363,-0.961914,-0.093262,0.080078,101
2020-11-16 15:01:02.147,-0.991211,0.145508,0.028076,-0.976562,-0.08252,0.052246,101
2020-11-16 15:01:02.167,-0.99707,0.148193,0.036377,-0.932861,-0.081543,0.055176,101
2020-11-16 15:01:02.187,-0.984619,0.180908,0.046387,-0.922119,-0.057861,0.064697,101
2020-11-16 15:01:02.207,-1.012939,0.193848,0.018066,-0.911377,-0.014893,0.130127,101
2020-11-16 15:01:02.227,-1.02832,0.169189,-0.000488,-0.891113,-0.054199,0.213379,101
2020-11-16 15:01:02.246,-1.022705,0.103516,0.019531,-0.895264,-0.050781,0.285645,101
2020-11-16 15:01:02.267,-1.057129,0.089355,0.047852,-0.958496,-0.040771,0.320312,101
2020-11-16 15:01:02.287,-1.056152,0.129883,0.089844,-0.962891,-0.079346,0.251953,101
2020-11-16 15:01:02.307,-1.089355,0.207275,0.164551,-1.017334,-0.144775,0.199219,101
2020-11-16 15:01:02.327,-1.210205,0.253906,0.105713,-1.063477,-0.177979,0.132324,101
2020-11-16 15:01:02.347,-1.287598,0.171875,-0.009766,-1.156982,-0.241455,0.125488,101
2020-11-16 15:01:02.367,-1.375244,-0.105469,0.092285,-1.208252,-0.264404,0.115967,101
2020-11-16 15:01:02.387,-1.470459,-0.298828,-0.005371,-1.2854,-0.268066,0.058105,101
2020-11-16 15:01:02.407,-1.378174,-0.088867,-0.178955,-1.360107,-0.233643,-0.017334,101
2020-11-16 15:01:02.427,-1.271484,0.189697,-0.261719,-1.289795,-0.278809,-0.146729,101
