timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-05-11 10:23:08.751,-1.0,0.061279,-0.469727,-0.944092,-0.341553,0.112061,101
2021-05-11 10:23:08.771,-1.000732,0.0625,-0.453857,-0.965332,-0.300293,0.087891,101
2021-05-11 10:23:08.791,-0.984863,0.061768,-0.453613,-0.964355,-0.233643,0.090576,101
2021-05-11 10:23:08.812,-0.984131,0.077637,-0.437744,-0.941406,-0.210693,0.115234,101
2021-05-11 10:23:08.831,-0.984131,0.078125,-0.437256,-0.942627,-0.22583,0.100098,101
2021-05-11 10:23:08.852,-1.0,0.062256,-0.437256,-0.955078,-0.241455,0.093262,101
2021-05-11 10:23:08.871,-1.015869,0.030273,-0.421875,-0.95459,-0.221191,0.129395,101
2021-05-11 10:23:08.892,-1.015137,0.015625,-0.437744,-0.948486,-0.157715,0.168945,101
2021-05-11 10:23:08.911,-0.998535,0.033203,-0.4375,-0.929443,-0.105957,0.171387,101
2021-05-11 10:23:08.932,-0.983398,0.064209,-0.4375,-0.916992,-0.120361,0.185791,101
2021-05-11 10:23:08.951,-0.98291,0.061279,-0.4375,-0.931396,-0.168701,0.197266,101
2021-05-11 10:23:08.972,-0.96875,0.042725,-0.4375,-0.958496,-0.20874,0.131592,101
2021-05-11 10:23:08.991,-0.987305,0.01123,-0.4375,-0.948242,-0.263672,0.083984,101
2021-05-11 10:23:09.012,-0.999268,-0.001465,-0.4375,-0.938232,-0.264648,0.097168,101
2021-05-11 10:23:09.031,-0.984863,0.001953,-0.435303,-0.95874,-0.244629,0.112305,101
2021-05-11 10:23:09.052,-1.001221,0.017334,-0.419922,-0.967773,-0.231934,0.103271,101
2021-05-11 10:23:09.071,-1.002441,0.015625,-0.421875,-0.95166,-0.237061,0.075928,101
2021-05-11 10:23:09.092,-1.017822,0.015625,-0.421875,-0.950684,-0.249512,0.101318,101
2021-05-11 10:23:09.111,-1.012451,0.015625,-0.422363,-0.937744,-0.233154,0.143066,101
2021-05-11 10:23:09.131,-0.997803,0.015625,-0.418457,-0.952881,-0.233154,0.120361,101
2021-05-11 10:23:09.152,-1.0,0.016113,-0.404053,-0.936768,-0.218018,0.07666,101
2021-05-11 10:23:09.171,-0.999268,0.011719,-0.40625,-0.937256,-0.21875,0.094238,101
2021-05-11 10:23:09.191,-1.004639,-0.00293,-0.40625,-0.937256,-0.21875,0.109131,101
2021-05-11 10:23:09.211,-1.013428,0.00415,-0.40625,-0.952637,-0.203857,0.093262,101
2021-05-11 10:23:09.232,-0.998535,0.017822,-0.405273,-0.95459,-0.186523,0.123779,101
