timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-03-12 13:23:42.311,-0.991455,0.074951,-0.379883,-0.935059,-0.146729,0.103027,101
2021-03-12 13:23:42.331,-0.958496,0.078369,-0.36377,-0.946777,-0.132324,0.108398,101
2021-03-12 13:23:42.350,-0.952148,0.078125,-0.348145,-0.956787,-0.164307,0.116455,101
2021-03-12 13:23:42.370,-0.951172,0.078125,-0.332275,-0.943604,-0.206299,0.138184,101
2021-03-12 13:23:42.390,-0.962158,0.076172,-0.314697,-0.935791,-0.240479,0.136963,101
2021-03-12 13:23:42.410,-0.991211,0.091064,-0.310059,-0.939697,-0.25293,0.106689,101
2021-03-12 13:23:42.430,-1.028564,0.095703,-0.325439,-0.92334,-0.25,0.083496,101
2021-03-12 13:23:42.451,-1.022217,0.082275,-0.328369,-0.941406,-0.25,0.067139,101
2021-03-12 13:23:42.471,-0.990479,0.062744,-0.329834,-0.946533,-0.256592,0.060791,101
2021-03-12 13:23:42.491,-0.970459,0.07373,-0.316406,-0.938232,-0.226074,0.060059,101
2021-03-12 13:23:42.511,-0.968262,0.091797,-0.300293,-0.930176,-0.181885,0.06958,101
2021-03-12 13:23:42.530,-0.970215,0.093994,-0.282959,-0.910889,-0.161621,0.084473,101
2021-03-12 13:23:42.550,-0.955078,0.092041,-0.282471,-0.904541,-0.149658,0.114014,101
2021-03-12 13:23:42.570,-0.952881,0.105713,-0.267334,-0.901611,-0.122559,0.12793,101
2021-03-12 13:23:42.590,-0.95166,0.120361,-0.265381,-0.922607,-0.096924,0.127197,101
2021-03-12 13:23:42.611,-0.966797,0.152832,-0.265625,-0.951904,-0.087646,0.117676,101
2021-03-12 13:23:42.631,-0.96875,0.157715,-0.265625,-0.945068,-0.10791,0.096191,101
2021-03-12 13:23:42.651,-0.969971,0.144531,-0.265625,-0.938232,-0.144287,0.099121,101
2021-03-12 13:23:42.671,-0.953369,0.113281,-0.265625,-0.927979,-0.16626,0.11792,101
2021-03-12 13:23:42.691,-0.967041,0.095947,-0.265625,-0.917969,-0.184814,0.137939,101
2021-03-12 13:23:42.710,-0.967529,0.076904,-0.266602,-0.931152,-0.184082,0.139404,101
2021-03-12 13:23:42.730,-0.981934,0.105713,-0.251221,-0.938965,-0.153809,0.093018,101
2021-03-12 13:23:42.750,-0.998779,0.122803,-0.249756,-0.932861,-0.134766,0.075928,101
2021-03-12 13:23:42.770,-0.999023,0.138672,-0.251709,-0.960449,-0.099854,0.114014,101
2021-03-12 13:23:42.791,-1.015381,0.155273,-0.219727,-0.953125,-0.048096,0.186768,101
2021-03-12 13:23:42.811,-0.996826,0.15625,-0.232422,-0.934326,-0.055908,0.188232,101
2021-03-12 13:23:42.831,-1.072754,0.158936,-0.248535,-0.932861,-0.149902,0.173584,101
2021-03-12 13:23:42.850,-1.108643,0.096436,-0.263672,-0.953613,-0.26709,0.214111,101
2021-03-12 13:23:42.870,-1.094238,0.093994,-0.294922,-0.97876,-0.317383,0.202881,101
2021-03-12 13:23:42.890,-1.093506,0.079834,-0.311523,-0.990479,-0.311279,0.132324,101
